order_id,product_id,quantity,sales,discount,profit
bd83a57f-d4e6-495a-a948-a872c19aefb5,2,4,598.33,0.15,58.72
bd83a57f-d4e6-495a-a948-a872c19aefb5,447,2,325.73,0.12,52.32
bd83a57f-d4e6-495a-a948-a872c19aefb5,49,4,620.01,0.26,71.88
d00aeb05-72ad-4288-b5d1-b697ed334385,98,10,1116.14,0.48,194.25
4fd39378-8196-4841-b04e-f5f9f035fd7c,499,2,853.12,0.15,335.72
4fd39378-8196-4841-b04e-f5f9f035fd7c,459,5,141.08,0.49,33.98
767ce542-b0a9-46bd-b6c5-8b43df097445,90,1,1303.88,0.38,114.64
767ce542-b0a9-46bd-b6c5-8b43df097445,470,8,991.98,0.1,94.44
0e3386a7-a585-4267-99fb-c638686e8698,206,5,41.93,0.24,11.92
0e3386a7-a585-4267-99fb-c638686e8698,402,6,110.99,0.04,44.61
0e3386a7-a585-4267-99fb-c638686e8698,107,8,660.44,0.03,260.6
0e3386a7-a585-4267-99fb-c638686e8698,468,6,184.83,0.16,41.9
053d1e31-0434-4481-bbae-07dd4a4c2321,323,2,955.27,0.42,190.85
7f6f6185-fc33-4dd8-9569-e5e1de3ceb48,177,4,901.96,0.15,180.3
7f6f6185-fc33-4dd8-9569-e5e1de3ceb48,381,4,235.84,0.07,106.94
7f6f6185-fc33-4dd8-9569-e5e1de3ceb48,306,2,124.47,0.42,30.46
7f6f6185-fc33-4dd8-9569-e5e1de3ceb48,231,6,690.76,0.38,87.67
d29f30f0-a5af-4a2e-822c-a89d67ca953f,475,5,432.7,0.13,143.37
0e90f064-cb69-4ac0-a099-f83ae3e4365b,404,6,980.67,0.07,284.14
0e90f064-cb69-4ac0-a099-f83ae3e4365b,320,6,816.0,0.39,110.68
0e90f064-cb69-4ac0-a099-f83ae3e4365b,323,7,1196.46,0.3,299.67
2039889f-7226-4130-a98d-05f08c604943,433,10,113.85,0.31,21.54
2039889f-7226-4130-a98d-05f08c604943,215,10,470.02,0.35,35.94
2039889f-7226-4130-a98d-05f08c604943,210,1,712.92,0.23,196.0
148965c6-b832-40d7-af2d-3a47c4135e34,126,1,425.21,0.42,37.69
148965c6-b832-40d7-af2d-3a47c4135e34,173,8,860.63,0.24,78.58
148965c6-b832-40d7-af2d-3a47c4135e34,180,4,22.55,0.31,1.81
148965c6-b832-40d7-af2d-3a47c4135e34,225,1,136.12,0.42,20.56
148965c6-b832-40d7-af2d-3a47c4135e34,146,10,742.03,0.28,162.87
20208097-592c-46a7-bf2d-89321fcfe30d,65,7,96.49,0.09,23.83
20208097-592c-46a7-bf2d-89321fcfe30d,431,7,724.34,0.11,259.33
20208097-592c-46a7-bf2d-89321fcfe30d,237,2,697.95,0.17,257.24
20208097-592c-46a7-bf2d-89321fcfe30d,90,5,315.02,0.31,54.72
20208097-592c-46a7-bf2d-89321fcfe30d,61,4,234.97,0.35,24.72
83bc1d57-13a4-47f0-9856-211f0ddc180f,324,3,988.43,0.14,352.13
83bc1d57-13a4-47f0-9856-211f0ddc180f,181,5,522.69,0.05,64.56
83bc1d57-13a4-47f0-9856-211f0ddc180f,100,5,875.3,0.5,91.14
83bc1d57-13a4-47f0-9856-211f0ddc180f,460,8,778.71,0.48,173.8
83bc1d57-13a4-47f0-9856-211f0ddc180f,356,3,590.3,0.31,69.7
c834cd6b-25a2-4fcd-b218-f4bdfa2043da,402,5,1026.58,0.03,238.65
c834cd6b-25a2-4fcd-b218-f4bdfa2043da,332,4,420.46,0.31,41.33
c834cd6b-25a2-4fcd-b218-f4bdfa2043da,315,5,1014.35,0.49,165.93
c834cd6b-25a2-4fcd-b218-f4bdfa2043da,39,9,48.93,0.29,15.43
a9ba64a2-4d8d-42ad-bb89-42a8a258b04f,64,5,789.52,0.23,212.5
a9ba64a2-4d8d-42ad-bb89-42a8a258b04f,356,2,839.67,0.02,368.09
a0b16f30-6f61-48cf-aac6-9ae2daa1e8cd,315,7,580.8,0.15,205.21
a0b16f30-6f61-48cf-aac6-9ae2daa1e8cd,71,1,384.9,0.42,90.47
a0b16f30-6f61-48cf-aac6-9ae2daa1e8cd,231,8,470.5,0.25,48.89
4c179c7b-24aa-429c-80b6-22731e74aff8,141,7,1040.05,0.33,86.37
4c179c7b-24aa-429c-80b6-22731e74aff8,124,8,790.72,0.25,256.11
4c179c7b-24aa-429c-80b6-22731e74aff8,149,4,526.89,0.24,154.51
4c179c7b-24aa-429c-80b6-22731e74aff8,170,6,21.23,0.04,9.73
8fb6f519-7ec4-4456-8138-130f4512ed18,413,1,324.6,0.37,74.51
c28e4c0c-7dff-4e60-a303-86fc2009cf53,164,4,18.77,0.15,4.76
c28e4c0c-7dff-4e60-a303-86fc2009cf53,151,3,1272.79,0.46,261.96
c28e4c0c-7dff-4e60-a303-86fc2009cf53,371,4,1357.05,0.05,643.22
c28e4c0c-7dff-4e60-a303-86fc2009cf53,439,8,23.63,0.12,9.44
c28e4c0c-7dff-4e60-a303-86fc2009cf53,100,6,68.23,0.39,14.68
6cd23b6b-74c4-45f9-8ad8-b290a5792898,83,10,701.48,0.45,190.14
6cd23b6b-74c4-45f9-8ad8-b290a5792898,410,9,146.7,0.36,33.94
5ba3bdd9-d32b-4f23-bf85-ca2a8572e2ab,412,5,478.11,0.21,168.56
5ba3bdd9-d32b-4f23-bf85-ca2a8572e2ab,436,10,633.45,0.39,171.49
5ba3bdd9-d32b-4f23-bf85-ca2a8572e2ab,307,6,158.08,0.04,39.2
5ba3bdd9-d32b-4f23-bf85-ca2a8572e2ab,433,2,767.82,0.5,115.17
5ba3bdd9-d32b-4f23-bf85-ca2a8572e2ab,114,10,288.86,0.34,33.78
1f39b009-60c3-48a8-a55c-511c20ea8a5e,449,6,513.05,0.25,59.86
1f39b009-60c3-48a8-a55c-511c20ea8a5e,467,1,485.25,0.43,74.86
1f39b009-60c3-48a8-a55c-511c20ea8a5e,195,5,769.14,0.17,230.04
1f39b009-60c3-48a8-a55c-511c20ea8a5e,104,9,700.73,0.05,265.58
e62021fd-b57b-4465-9d82-3d65561c689c,125,9,300.84,0.48,73.66
e62021fd-b57b-4465-9d82-3d65561c689c,383,4,230.54,0.05,32.96
e62021fd-b57b-4465-9d82-3d65561c689c,65,5,1288.07,0.21,133.97
c5cec201-ff3a-4fde-beb0-bb9d4cf62674,473,1,1237.28,0.11,366.02
f6f93474-fcfb-4090-9906-034598d25166,130,1,753.38,0.16,207.22
f6f93474-fcfb-4090-9906-034598d25166,77,7,546.59,0.24,116.32
3d26eb20-d8be-4106-8989-da6e2e749848,347,7,1049.02,0.26,279.65
3d26eb20-d8be-4106-8989-da6e2e749848,420,4,1277.88,0.32,151.91
3d26eb20-d8be-4106-8989-da6e2e749848,56,2,226.95,0.12,92.37
13ecabd0-ed49-404a-89b2-eaff0383f14f,175,8,820.26,0.47,95.08
13ecabd0-ed49-404a-89b2-eaff0383f14f,268,6,879.05,0.2,184.44
13ecabd0-ed49-404a-89b2-eaff0383f14f,235,4,971.46,0.17,219.03
d68fbf6a-4b90-4643-b931-c6aa962662d6,459,9,321.88,0.22,115.94
d68fbf6a-4b90-4643-b931-c6aa962662d6,280,5,360.42,0.15,142.87
d68fbf6a-4b90-4643-b931-c6aa962662d6,65,9,424.71,0.41,78.43
51e88863-a8d4-472d-aa3b-2d3046626ba5,215,9,960.73,0.47,221.61
51e88863-a8d4-472d-aa3b-2d3046626ba5,387,7,162.92,0.33,19.19
51e88863-a8d4-472d-aa3b-2d3046626ba5,90,1,149.22,0.26,48.35
51e88863-a8d4-472d-aa3b-2d3046626ba5,199,1,221.38,0.15,64.36
ae5620b4-b431-4779-aac8-26d901f0e283,223,3,696.25,0.26,51.74
8d7dce1b-3ce8-4a2e-876f-1cefdc61c797,85,6,23.18,0.31,5.41
8d7dce1b-3ce8-4a2e-876f-1cefdc61c797,312,4,730.68,0.11,104.79
8d7dce1b-3ce8-4a2e-876f-1cefdc61c797,66,5,250.31,0.31,53.94
842bf3fc-aac2-4a22-8d6b-d8dbf01ac37d,143,2,117.21,0.4,20.04
842bf3fc-aac2-4a22-8d6b-d8dbf01ac37d,35,2,338.36,0.31,31.22
ebe5808c-8491-4cef-b6db-420cf0735ef6,286,10,537.28,0.08,111.05
ebe5808c-8491-4cef-b6db-420cf0735ef6,276,5,1212.68,0.12,319.18
ebe5808c-8491-4cef-b6db-420cf0735ef6,403,5,676.2,0.22,121.58
ebe5808c-8491-4cef-b6db-420cf0735ef6,440,2,194.45,0.29,47.74
ba5a2ad5-b071-4e65-8150-11b584d1e654,50,10,1284.99,0.07,548.93
ba5a2ad5-b071-4e65-8150-11b584d1e654,430,5,813.06,0.39,191.12
ba5a2ad5-b071-4e65-8150-11b584d1e654,109,9,735.86,0.37,182.74
ba5a2ad5-b071-4e65-8150-11b584d1e654,220,8,974.55,0.41,200.15
a2f4afc6-19c4-49ec-b9f5-eef5e7841352,371,10,725.67,0.48,100.35
a2f4afc6-19c4-49ec-b9f5-eef5e7841352,124,5,524.73,0.05,234.17
a2f4afc6-19c4-49ec-b9f5-eef5e7841352,230,2,467.61,0.29,138.74
a2f4afc6-19c4-49ec-b9f5-eef5e7841352,369,9,121.11,0.28,12.77
1e19bcf4-7e06-4132-96ea-7a78cfb0e0fe,157,3,257.08,0.38,50.58
1e19bcf4-7e06-4132-96ea-7a78cfb0e0fe,197,6,633.5,0.36,78.54
9233a085-8764-416f-821d-ca485d216b53,470,5,867.04,0.38,71.88
9233a085-8764-416f-821d-ca485d216b53,191,4,1327.93,0.41,256.51
9233a085-8764-416f-821d-ca485d216b53,199,10,417.07,0.15,65.91
0c235fa8-5f39-4510-b11b-495c23684872,10,8,869.06,0.17,244.29
0c235fa8-5f39-4510-b11b-495c23684872,400,9,688.84,0.42,169.51
0c235fa8-5f39-4510-b11b-495c23684872,12,2,453.57,0.48,44.27
0c235fa8-5f39-4510-b11b-495c23684872,203,1,644.0,0.29,214.57
30c7403c-6d47-4a98-a661-3c9989c21ca0,12,5,706.55,0.17,210.52
65e402cb-f673-45c4-b7f9-f50b42948056,286,3,759.32,0.33,250.9
827f15fc-6b27-4f4a-8d17-0e5d851d6806,40,3,129.14,0.41,25.31
99fbfd95-92eb-4f9e-a721-e1359f5c09cd,83,3,787.86,0.17,139.92
99fbfd95-92eb-4f9e-a721-e1359f5c09cd,122,1,220.75,0.48,46.46
99fbfd95-92eb-4f9e-a721-e1359f5c09cd,28,9,98.24,0.16,39.09
99fbfd95-92eb-4f9e-a721-e1359f5c09cd,257,6,755.03,0.39,153.91
c82e3089-1362-42b3-bcda-9aba70da2ae2,282,7,9.63,0.17,2.42
c82e3089-1362-42b3-bcda-9aba70da2ae2,197,9,736.8,0.04,300.01
7554b292-a881-4ed2-ae65-483f2c402dc4,61,3,229.23,0.44,42.46
7554b292-a881-4ed2-ae65-483f2c402dc4,38,10,170.19,0.3,36.85
7554b292-a881-4ed2-ae65-483f2c402dc4,82,1,135.87,0.16,35.89
7554b292-a881-4ed2-ae65-483f2c402dc4,278,3,308.84,0.35,65.38
7554b292-a881-4ed2-ae65-483f2c402dc4,221,1,182.08,0.1,28.93
b923f820-91de-408b-8052-2f510ff4e922,442,1,853.65,0.41,240.2
b923f820-91de-408b-8052-2f510ff4e922,313,5,130.22,0.48,16.5
b923f820-91de-408b-8052-2f510ff4e922,238,8,865.53,0.07,208.43
b923f820-91de-408b-8052-2f510ff4e922,457,2,645.33,0.39,152.69
c12538f0-665a-4906-bfea-7e2f0af6f6c7,97,5,500.33,0.08,142.89
c12538f0-665a-4906-bfea-7e2f0af6f6c7,53,4,430.64,0.32,82.69
334184dd-9370-478c-af58-cf6ac712a93f,453,8,1295.43,0.37,318.41
334184dd-9370-478c-af58-cf6ac712a93f,397,7,195.67,0.2,25.11
334184dd-9370-478c-af58-cf6ac712a93f,114,6,914.64,0.15,280.6
334184dd-9370-478c-af58-cf6ac712a93f,357,7,265.97,0.04,95.04
7bfb5f24-b81c-44b7-8fbf-ecd153c7f06f,140,7,819.6,0.09,98.58
7bfb5f24-b81c-44b7-8fbf-ecd153c7f06f,355,8,330.55,0.07,127.04
7bfb5f24-b81c-44b7-8fbf-ecd153c7f06f,115,4,807.14,0.25,77.46
7bfb5f24-b81c-44b7-8fbf-ecd153c7f06f,462,3,699.95,0.45,147.88
ad7d8e0d-861f-4f62-999e-8bd1bc293087,298,3,661.21,0.41,48.65
1534f7c9-214b-44ad-9c4f-7af3b9434b15,465,3,1185.21,0.12,279.44
1534f7c9-214b-44ad-9c4f-7af3b9434b15,160,2,717.27,0.12,210.14
1534f7c9-214b-44ad-9c4f-7af3b9434b15,194,8,425.52,0.29,142.16
85c456b9-25c3-44fb-a43d-c413c0ab72b2,335,9,45.4,0.02,21.48
85c456b9-25c3-44fb-a43d-c413c0ab72b2,37,6,1188.52,0.29,369.17
46c3ada0-b03d-403e-916b-8ebfaaf8231e,484,4,898.78,0.22,96.51
55e850f7-7f87-4b9d-9ed6-334c2319e23e,80,1,467.97,0.06,125.77
55e850f7-7f87-4b9d-9ed6-334c2319e23e,161,6,677.55,0.46,56.49
55e850f7-7f87-4b9d-9ed6-334c2319e23e,403,9,225.64,0.23,19.99
55e850f7-7f87-4b9d-9ed6-334c2319e23e,415,7,619.87,0.12,120.76
55e850f7-7f87-4b9d-9ed6-334c2319e23e,133,7,155.44,0.39,12.06
91837b42-fa52-4b49-a131-f8eadaf77f2a,231,9,16.82,0.32,2.56
91837b42-fa52-4b49-a131-f8eadaf77f2a,24,4,1088.94,0.01,327.61
91837b42-fa52-4b49-a131-f8eadaf77f2a,422,8,862.44,0.26,207.6
91837b42-fa52-4b49-a131-f8eadaf77f2a,161,5,528.53,0.13,120.92
875ba428-63f3-4b20-8254-0f6115faa361,316,1,164.75,0.43,24.84
875ba428-63f3-4b20-8254-0f6115faa361,122,9,13.96,0.31,2.25
875ba428-63f3-4b20-8254-0f6115faa361,56,1,53.97,0.03,10.83
bd110532-8dfb-4a9f-b702-36a5dfca505d,356,8,800.71,0.46,84.95
ce7409ef-9d02-4282-b06b-151f5059f01f,228,10,507.04,0.4,33.72
ce7409ef-9d02-4282-b06b-151f5059f01f,478,4,759.14,0.06,153.46
ce7409ef-9d02-4282-b06b-151f5059f01f,173,4,1029.91,0.37,212.69
ce7409ef-9d02-4282-b06b-151f5059f01f,335,4,82.14,0.41,7.66
ce7409ef-9d02-4282-b06b-151f5059f01f,271,5,381.8,0.42,56.85
6dd45ba8-996c-481a-92a5-ad86dd4eb015,142,6,56.72,0.02,12.2
6dd45ba8-996c-481a-92a5-ad86dd4eb015,375,4,264.94,0.22,99.03
6dd45ba8-996c-481a-92a5-ad86dd4eb015,383,6,818.4,0.32,101.04
0b238e5c-3a9d-4f28-bc0c-b4379b8b04e7,416,9,927.88,0.06,309.54
d05283ca-021e-4315-a4c4-e8ea7b705632,473,8,479.61,0.27,159.81
d05283ca-021e-4315-a4c4-e8ea7b705632,215,9,15.43,0.27,4.42
d05283ca-021e-4315-a4c4-e8ea7b705632,231,5,808.4,0.25,173.17
4a14851c-ea53-4c2c-8ea9-241f9e953e6e,402,10,489.2,0.32,81.63
4a14851c-ea53-4c2c-8ea9-241f9e953e6e,25,6,697.32,0.12,183.72
4a14851c-ea53-4c2c-8ea9-241f9e953e6e,292,7,234.32,0.16,42.23
4a14851c-ea53-4c2c-8ea9-241f9e953e6e,399,9,613.06,0.41,44.07
f2ee9872-b269-48e3-93c4-0206440422b6,259,3,619.84,0.25,216.74
f2ee9872-b269-48e3-93c4-0206440422b6,373,1,494.28,0.03,140.0
490b3892-b819-4fa4-95b3-9a0139b594d9,251,7,163.02,0.08,17.16
490b3892-b819-4fa4-95b3-9a0139b594d9,443,6,380.14,0.47,58.96
490b3892-b819-4fa4-95b3-9a0139b594d9,469,2,649.66,0.5,79.64
490b3892-b819-4fa4-95b3-9a0139b594d9,177,9,226.51,0.34,56.08
7ee1b0ab-8b16-4938-9830-0e651d25c5ce,5,10,1020.08,0.25,240.49
7ee1b0ab-8b16-4938-9830-0e651d25c5ce,177,3,922.05,0.15,165.5
5efacdad-3540-4478-a360-d5f9d94dca58,143,8,1190.76,0.25,414.08
5efacdad-3540-4478-a360-d5f9d94dca58,309,6,777.37,0.49,83.75
5efacdad-3540-4478-a360-d5f9d94dca58,339,6,589.2,0.31,62.18
5efacdad-3540-4478-a360-d5f9d94dca58,475,6,170.11,0.42,23.84
4ba6f13d-9b08-4bff-a945-bb6b158aa4e5,40,4,175.38,0.4,35.54
4ba6f13d-9b08-4bff-a945-bb6b158aa4e5,55,4,446.96,0.24,79.99
4ba6f13d-9b08-4bff-a945-bb6b158aa4e5,116,6,328.83,0.25,118.2
4ba6f13d-9b08-4bff-a945-bb6b158aa4e5,361,10,807.75,0.45,129.72
4ba6f13d-9b08-4bff-a945-bb6b158aa4e5,108,5,877.68,0.32,211.39
21ae983b-c9a1-4e6f-a97d-0f1c67124db7,89,4,183.65,0.07,32.2
21ae983b-c9a1-4e6f-a97d-0f1c67124db7,280,4,557.67,0.08,55.88
21ae983b-c9a1-4e6f-a97d-0f1c67124db7,117,3,757.33,0.24,120.19
21ae983b-c9a1-4e6f-a97d-0f1c67124db7,332,6,1183.67,0.24,373.25
21ae983b-c9a1-4e6f-a97d-0f1c67124db7,245,2,794.53,0.21,189.64
8cfa94fe-cd7d-420c-8736-197dd4f3839d,176,6,843.17,0.25,313.76
8cfa94fe-cd7d-420c-8736-197dd4f3839d,439,7,961.79,0.35,185.31
8cfa94fe-cd7d-420c-8736-197dd4f3839d,37,2,599.0,0.4,119.66
9d624461-2cdc-43ed-b087-0cc38010bba3,278,8,835.11,0.34,222.24
9d624461-2cdc-43ed-b087-0cc38010bba3,14,8,925.27,0.39,107.54
9d624461-2cdc-43ed-b087-0cc38010bba3,307,6,347.24,0.02,55.09
9d624461-2cdc-43ed-b087-0cc38010bba3,347,9,117.24,0.16,21.33
9d624461-2cdc-43ed-b087-0cc38010bba3,377,6,1017.14,0.35,203.15
db33f462-f3fe-45c4-a8e4-bac31605370a,485,7,1046.18,0.03,133.58
db33f462-f3fe-45c4-a8e4-bac31605370a,298,10,22.58,0.33,4.41
3b212748-7e5c-473c-8d65-5b30ccdd27d9,383,6,15.07,0.44,3.78
3b212748-7e5c-473c-8d65-5b30ccdd27d9,114,4,774.08,0.31,197.93
7a80b49d-2dff-4b7c-866f-3049de0cdd74,475,6,411.41,0.26,59.05
7a80b49d-2dff-4b7c-866f-3049de0cdd74,350,7,177.26,0.21,27.44
7a80b49d-2dff-4b7c-866f-3049de0cdd74,365,3,588.27,0.05,81.88
7a80b49d-2dff-4b7c-866f-3049de0cdd74,159,7,9.92,0.05,1.75
7a80b49d-2dff-4b7c-866f-3049de0cdd74,419,1,534.66,0.2,188.89
3f874bc7-8e70-4cc9-86bd-46ed1c989f17,33,3,1379.36,0.32,151.67
3f874bc7-8e70-4cc9-86bd-46ed1c989f17,186,5,1214.47,0.15,496.95
12f67d9f-dccb-4b6e-a137-cc7bbe20a2c4,47,8,865.85,0.1,131.81
c9fb9677-d422-4866-a6d5-5e10cffdc679,297,1,681.23,0.06,76.71
c9fb9677-d422-4866-a6d5-5e10cffdc679,259,2,823.59,0.48,98.14
c9fb9677-d422-4866-a6d5-5e10cffdc679,354,6,187.58,0.5,27.73
c9fb9677-d422-4866-a6d5-5e10cffdc679,430,4,508.66,0.4,83.38
c9fb9677-d422-4866-a6d5-5e10cffdc679,221,9,375.98,0.37,38.01
86697d60-8356-4d1e-8189-83f82ecfcc34,370,8,444.36,0.37,59.88
86697d60-8356-4d1e-8189-83f82ecfcc34,368,9,822.19,0.38,212.48
86697d60-8356-4d1e-8189-83f82ecfcc34,445,7,93.9,0.39,20.56
e941b5a6-e1f2-4205-bab4-256a6e7bccaf,14,9,870.01,0.15,284.34
e62492ec-c4a2-4938-8df0-89352695294e,57,5,772.11,0.45,137.76
e62492ec-c4a2-4938-8df0-89352695294e,414,3,264.6,0.4,64.22
5644e662-ee13-44fe-87fb-f26f03c69e85,323,6,295.43,0.2,103.48
5644e662-ee13-44fe-87fb-f26f03c69e85,313,6,1117.42,0.1,139.21
6e482290-4a23-454e-b858-b6b069e82426,35,1,1144.31,0.2,231.29
6e482290-4a23-454e-b858-b6b069e82426,231,10,1246.84,0.36,161.96
8d1dc5bd-d68b-44c6-b705-bfd9f20aeb74,464,1,1428.73,0.17,454.18
8d1dc5bd-d68b-44c6-b705-bfd9f20aeb74,358,2,261.18,0.16,57.9
8d1dc5bd-d68b-44c6-b705-bfd9f20aeb74,443,10,575.44,0.35,42.12
8d1dc5bd-d68b-44c6-b705-bfd9f20aeb74,488,6,493.77,0.04,204.86
9a7e41c3-3278-45bf-a243-e732b866b60a,181,1,635.09,0.09,175.99
5dcb3745-7a21-4cc1-a92c-43b54854d8ad,342,9,699.29,0.48,42.6
5dcb3745-7a21-4cc1-a92c-43b54854d8ad,371,6,418.65,0.3,65.04
e9510d51-7492-4507-99cf-eccd6ec8453f,23,10,541.61,0.0,104.39
e9510d51-7492-4507-99cf-eccd6ec8453f,9,4,345.53,0.1,113.69
588f2699-cf77-439c-bf7b-4e6e793277cc,460,1,166.68,0.23,44.6
588f2699-cf77-439c-bf7b-4e6e793277cc,174,2,1113.65,0.15,231.02
588f2699-cf77-439c-bf7b-4e6e793277cc,120,2,1419.96,0.17,279.06
cb07e75b-9bba-4892-8a2b-7c49f098a39d,285,4,348.91,0.28,30.61
c5548e74-26e0-4a95-800e-2726303c235a,75,1,156.48,0.15,44.42
c5548e74-26e0-4a95-800e-2726303c235a,161,7,49.67,0.25,17.7
c5548e74-26e0-4a95-800e-2726303c235a,359,2,733.05,0.32,218.16
c5548e74-26e0-4a95-800e-2726303c235a,146,8,1028.51,0.25,385.12
c5548e74-26e0-4a95-800e-2726303c235a,478,2,73.4,0.49,15.81
01cb8705-71e6-402e-a05f-73b7921ebc58,182,3,673.42,0.1,127.55
380e930f-4821-4b9e-9e60-2f67543d7362,491,2,896.79,0.1,164.1
380e930f-4821-4b9e-9e60-2f67543d7362,389,7,277.98,0.26,59.84
e22477b5-1081-40fd-b052-27c7d6669b93,491,3,49.87,0.22,5.09
e22477b5-1081-40fd-b052-27c7d6669b93,114,6,608.23,0.2,126.89
e22477b5-1081-40fd-b052-27c7d6669b93,342,10,407.11,0.3,103.7
e22477b5-1081-40fd-b052-27c7d6669b93,64,2,373.19,0.45,30.89
e4e3601c-e66a-4ac9-9760-766a96f4d2d8,87,9,837.9,0.22,191.96
e4e3601c-e66a-4ac9-9760-766a96f4d2d8,388,4,1149.65,0.3,399.31
e4e3601c-e66a-4ac9-9760-766a96f4d2d8,483,6,225.83,0.25,27.97
b41aea01-73c1-4321-bbb4-f7de4b3205c0,142,5,1463.95,0.41,313.53
b41aea01-73c1-4321-bbb4-f7de4b3205c0,93,1,899.9,0.22,85.63
b41aea01-73c1-4321-bbb4-f7de4b3205c0,23,4,1350.0,0.1,261.67
69ae0d86-1517-4228-bc3b-d6b006b2167a,406,2,820.45,0.02,87.27
69ae0d86-1517-4228-bc3b-d6b006b2167a,364,7,39.55,0.2,13.81
69ae0d86-1517-4228-bc3b-d6b006b2167a,172,1,414.87,0.07,46.97
69ae0d86-1517-4228-bc3b-d6b006b2167a,83,4,417.86,0.37,55.81
d642dc48-4219-4231-adea-06256f4690e5,276,10,131.74,0.09,25.5
d642dc48-4219-4231-adea-06256f4690e5,468,9,98.49,0.36,6.37
d642dc48-4219-4231-adea-06256f4690e5,180,4,593.06,0.06,249.35
d642dc48-4219-4231-adea-06256f4690e5,91,8,138.98,0.22,46.29
d642dc48-4219-4231-adea-06256f4690e5,266,3,852.0,0.2,258.4
8cc7bb7c-bd7a-4a76-a730-5161fae1d1a6,213,3,616.08,0.23,225.72
8cc7bb7c-bd7a-4a76-a730-5161fae1d1a6,489,10,418.19,0.21,68.51
8cc7bb7c-bd7a-4a76-a730-5161fae1d1a6,358,2,768.53,0.1,144.22
a3237e26-219d-4650-bbb3-b3b9966c28c6,352,6,53.63,0.35,8.36
a3237e26-219d-4650-bbb3-b3b9966c28c6,59,4,473.07,0.16,84.54
a3237e26-219d-4650-bbb3-b3b9966c28c6,288,5,717.8,0.04,188.54
9791125f-bb01-450c-b90e-28890af13f62,49,7,15.73,0.47,1.93
9791125f-bb01-450c-b90e-28890af13f62,386,9,633.95,0.5,154.31
dc9c3b84-0f0e-4528-a413-d1a535ec6e9c,418,4,1322.82,0.17,403.29
dc9c3b84-0f0e-4528-a413-d1a535ec6e9c,455,5,34.02,0.37,3.24
dc9c3b84-0f0e-4528-a413-d1a535ec6e9c,345,4,419.06,0.12,119.08
240f08c2-db01-44e6-a28f-773777246cf9,93,4,311.11,0.42,79.49
240f08c2-db01-44e6-a28f-773777246cf9,16,7,161.01,0.43,33.61
58f577bd-d2b6-4de0-b29e-930c77303e29,12,1,523.76,0.08,217.07
58f577bd-d2b6-4de0-b29e-930c77303e29,248,4,30.33,0.24,7.35
58f577bd-d2b6-4de0-b29e-930c77303e29,102,4,943.7,0.32,252.09
58f577bd-d2b6-4de0-b29e-930c77303e29,198,4,896.14,0.01,243.33
58f577bd-d2b6-4de0-b29e-930c77303e29,227,7,146.83,0.38,30.29
527835da-6f39-4d03-aa71-8e0347d77ff3,144,9,509.98,0.05,133.88
527835da-6f39-4d03-aa71-8e0347d77ff3,387,4,253.45,0.03,119.6
527835da-6f39-4d03-aa71-8e0347d77ff3,50,9,213.06,0.38,63.05
527835da-6f39-4d03-aa71-8e0347d77ff3,256,6,1141.59,0.28,216.02
527835da-6f39-4d03-aa71-8e0347d77ff3,102,9,1028.04,0.01,160.44
0a164a68-59b3-428a-9608-40a761ec75ad,217,9,126.17,0.29,43.4
0a164a68-59b3-428a-9608-40a761ec75ad,3,10,354.31,0.11,128.7
0a164a68-59b3-428a-9608-40a761ec75ad,41,5,383.14,0.1,37.92
0a164a68-59b3-428a-9608-40a761ec75ad,7,9,665.16,0.23,147.87
662b7118-a64b-4e0c-afe9-ecb6260a549f,80,5,494.26,0.07,181.97
662b7118-a64b-4e0c-afe9-ecb6260a549f,104,7,365.41,0.19,69.31
506cf300-4bc8-402d-93df-02169f518d28,460,5,291.85,0.21,101.06
506cf300-4bc8-402d-93df-02169f518d28,118,10,524.02,0.13,221.83
7e27442b-a4d7-424b-b2b1-c87f152fc3b7,326,1,640.1,0.38,42.58
7e27442b-a4d7-424b-b2b1-c87f152fc3b7,431,4,1181.9,0.45,67.93
7e27442b-a4d7-424b-b2b1-c87f152fc3b7,283,7,567.28,0.1,252.48
7e27442b-a4d7-424b-b2b1-c87f152fc3b7,386,10,716.98,0.28,252.75
7e27442b-a4d7-424b-b2b1-c87f152fc3b7,360,10,482.75,0.04,166.32
a141a304-5384-43ab-bc37-2d759abeff25,315,2,55.81,0.05,20.22
a141a304-5384-43ab-bc37-2d759abeff25,496,2,313.86,0.46,68.51
a141a304-5384-43ab-bc37-2d759abeff25,306,1,315.93,0.06,143.44
a141a304-5384-43ab-bc37-2d759abeff25,130,7,961.2,0.13,386.53
a141a304-5384-43ab-bc37-2d759abeff25,210,5,631.94,0.27,184.92
963de11c-f658-4679-aecd-616e54b201f2,447,2,473.43,0.39,113.74
963de11c-f658-4679-aecd-616e54b201f2,267,2,161.6,0.07,67.63
963de11c-f658-4679-aecd-616e54b201f2,91,4,751.91,0.03,79.99
3f4564fe-5eda-4d9c-beb0-8b7cc54a606d,201,8,518.74,0.06,238.02
3f4564fe-5eda-4d9c-beb0-8b7cc54a606d,341,9,20.99,0.24,7.44
3f4564fe-5eda-4d9c-beb0-8b7cc54a606d,296,4,846.19,0.44,63.18
1ecf3607-f09b-444d-a89e-212fb75c6ad8,279,7,123.27,0.01,28.52
