order_id,product_id,sales,quantity,discount,profit
72321301-a885-4603-beb1-eeb66cd0ff31,134,765.80,4,0.08,204.91
72321301-a885-4603-beb1-eeb66cd0ff31,409,350.09,3,0.05,159.84
2af91cb6-f9fd-467c-9945-17425031c692,289,873.60,6,0.03,230.53
2af91cb6-f9fd-467c-9945-17425031c692,207,744.35,6,0.46,126.96
2af91cb6-f9fd-467c-9945-17425031c692,372,432.22,10,0.12,81.88
04c490f4-7729-4b27-bee6-5ec3b59aebcb,237,116.52,1,0.07,20.14
04c490f4-7729-4b27-bee6-5ec3b59aebcb,102,620.56,4,0.31,172.60
04c490f4-7729-4b27-bee6-5ec3b59aebcb,420,592.31,2,0.30,135.06
04c490f4-7729-4b27-bee6-5ec3b59aebcb,498,148.55,4,0.26,14.06
04c490f4-7729-4b27-bee6-5ec3b59aebcb,93,482.91,2,0.37,126.76
44e43dc4-b1ab-4c55-a33a-dccb6fc2f911,464,216.04,9,0.42,22.74
44e43dc4-b1ab-4c55-a33a-dccb6fc2f911,170,515.76,9,0.27,65.60
44e43dc4-b1ab-4c55-a33a-dccb6fc2f911,138,403.11,5,0.48,25.59
44e43dc4-b1ab-4c55-a33a-dccb6fc2f911,174,143.14,10,0.23,49.56
e8a051ac-ec24-4c2d-b171-b0d7f96a9e39,317,730.69,5,0.01,198.54
e8a051ac-ec24-4c2d-b171-b0d7f96a9e39,9,715.12,9,0.05,109.98
e8a051ac-ec24-4c2d-b171-b0d7f96a9e39,428,715.29,7,0.20,158.65
846fe184-0094-4d30-96e0-92c4838d413e,196,274.11,5,0.16,79.83
846fe184-0094-4d30-96e0-92c4838d413e,276,845.32,3,0.23,180.65
846fe184-0094-4d30-96e0-92c4838d413e,342,761.68,2,0.36,128.07
661fe308-e0ce-4565-abcd-ee23398fd5ed,342,566.96,7,0.27,126.01
661fe308-e0ce-4565-abcd-ee23398fd5ed,320,619.61,7,0.49,53.36
e0905ac4-acc4-407c-b4d9-01ec912774e0,426,501.61,9,0.49,117.44
e0905ac4-acc4-407c-b4d9-01ec912774e0,213,201.29,7,0.35,62.40
e0905ac4-acc4-407c-b4d9-01ec912774e0,124,768.17,10,0.02,92.48
e0905ac4-acc4-407c-b4d9-01ec912774e0,103,51.26,2,0.08,17.62
e6358bcf-615e-4eba-8943-35b803df3111,499,656.80,9,0.46,173.59
ab47d8d5-8046-432c-8d2c-53ea00cb4944,314,37.96,6,0.30,8.09
114a3e29-2e81-43c6-8882-0856b0184828,490,201.72,2,0.34,16.07
def1fd2b-4dd1-4bb2-b14b-6459096394bb,42,757.25,5,0.43,189.05
def1fd2b-4dd1-4bb2-b14b-6459096394bb,76,1009.22,4,0.14,337.26
fa9473f3-fb83-403a-bf7e-f65c69c4b311,62,1156.66,1,0.09,502.17
fa9473f3-fb83-403a-bf7e-f65c69c4b311,279,66.33,5,0.49,4.67
edd8be90-abf8-4017-900c-79bd6ce278b1,132,1324.48,3,0.34,300.40
edd8be90-abf8-4017-900c-79bd6ce278b1,9,950.21,5,0.39,160.63
edd8be90-abf8-4017-900c-79bd6ce278b1,331,882.11,6,0.06,85.02
720a30bb-38c4-4f36-bc3c-f2956cc0c11a,42,1109.99,7,0.44,123.75
720a30bb-38c4-4f36-bc3c-f2956cc0c11a,358,760.55,2,0.46,95.24
3a43eca4-8aa0-426c-9cbf-1f470b075615,130,1020.32,7,0.08,409.44
3a43eca4-8aa0-426c-9cbf-1f470b075615,43,229.89,2,0.46,45.26
3126499f-2c01-4227-a72a-ad67121ae874,235,394.69,3,0.22,59.95
3126499f-2c01-4227-a72a-ad67121ae874,472,320.62,8,0.39,32.26
3126499f-2c01-4227-a72a-ad67121ae874,250,74.25,9,0.05,25.53
a0e22aec-7897-4b7b-be05-45bd9728b1d5,218,359.74,9,0.24,76.92
a0e22aec-7897-4b7b-be05-45bd9728b1d5,312,963.58,8,0.03,463.97
a0e22aec-7897-4b7b-be05-45bd9728b1d5,309,446.65,4,0.41,74.29
a0e22aec-7897-4b7b-be05-45bd9728b1d5,307,636.24,7,0.47,143.96
18f0dc8c-b7e4-4215-8d8c-869ca885159d,72,105.82,5,0.44,7.82
18f0dc8c-b7e4-4215-8d8c-869ca885159d,400,829.29,5,0.18,231.24
658402f3-4b27-4c68-9bc4-7fc72e4956ec,277,1127.80,4,0.18,103.35
658402f3-4b27-4c68-9bc4-7fc72e4956ec,271,462.19,8,0.41,108.23
74a7eff4-a71f-45df-8922-5be8a249d6cd,353,1079.36,3,0.25,333.79
74a7eff4-a71f-45df-8922-5be8a249d6cd,193,103.18,10,0.37,23.51
74a7eff4-a71f-45df-8922-5be8a249d6cd,170,1052.55,6,0.43,230.86
f2140eca-b309-410a-a7e9-682652e4c128,202,556.41,2,0.40,89.24
0aea4cdc-5df0-4fff-bcac-285961f0e334,21,190.44,5,0.05,52.05
0aea4cdc-5df0-4fff-bcac-285961f0e334,6,601.43,4,0.18,120.01
59a6727c-2695-41f3-af6a-c611deedf9ce,188,148.58,1,0.10,53.77
59a6727c-2695-41f3-af6a-c611deedf9ce,340,128.47,10,0.41,20.21
59a6727c-2695-41f3-af6a-c611deedf9ce,14,797.91,5,0.12,332.86
59a6727c-2695-41f3-af6a-c611deedf9ce,200,833.13,6,0.18,278.29
59a6727c-2695-41f3-af6a-c611deedf9ce,302,184.63,10,0.39,19.95
5f17ea71-d35f-431c-9805-bc30fcece2ae,99,293.78,5,0.49,66.64
536b5761-a943-4a9f-932c-acb91c19bf01,54,634.94,6,0.15,82.60
536b5761-a943-4a9f-932c-acb91c19bf01,333,893.38,5,0.02,284.48
536b5761-a943-4a9f-932c-acb91c19bf01,180,369.38,3,0.10,116.22
536b5761-a943-4a9f-932c-acb91c19bf01,192,272.34,1,0.16,103.55
536b5761-a943-4a9f-932c-acb91c19bf01,47,778.43,7,0.08,105.24
9ab62c78-90be-4362-9f83-f26436a7c121,403,621.22,6,0.31,207.14
9ab62c78-90be-4362-9f83-f26436a7c121,60,558.22,3,0.34,126.44
9ab62c78-90be-4362-9f83-f26436a7c121,443,174.02,6,0.37,50.86
f52e13da-1be0-42b9-a619-8be333f0d091,276,88.47,2,0.12,15.13
f52e13da-1be0-42b9-a619-8be333f0d091,496,145.79,7,0.29,30.33
f52e13da-1be0-42b9-a619-8be333f0d091,198,1312.85,4,0.42,85.27
f52e13da-1be0-42b9-a619-8be333f0d091,392,550.48,7,0.27,54.77
19df5570-0305-467c-920d-b2ee4ad6f253,74,478.80,9,0.20,170.08
6b204afe-dce1-4515-b0ed-8e103d65697d,302,168.70,4,0.03,16.91
6b204afe-dce1-4515-b0ed-8e103d65697d,247,44.72,10,0.05,10.27
9b60d8d1-1af3-47c4-a346-b3b24bd2ba39,434,803.59,2,0.21,88.32
9b60d8d1-1af3-47c4-a346-b3b24bd2ba39,148,79.94,5,0.44,14.94
9b60d8d1-1af3-47c4-a346-b3b24bd2ba39,426,919.46,3,0.38,71.60
9b60d8d1-1af3-47c4-a346-b3b24bd2ba39,67,1007.92,5,0.19,351.97
9b60d8d1-1af3-47c4-a346-b3b24bd2ba39,311,691.42,8,0.17,121.90
f9e0cc8e-077a-496c-8ce4-67c25f37d9da,214,191.03,3,0.27,29.31
f9e0cc8e-077a-496c-8ce4-67c25f37d9da,311,309.27,3,0.04,137.08
f9e0cc8e-077a-496c-8ce4-67c25f37d9da,124,604.52,1,0.22,180.72
f9e0cc8e-077a-496c-8ce4-67c25f37d9da,135,893.26,2,0.01,159.74
88605309-73bc-48c3-aeeb-fb220112fc0e,35,423.32,5,0.02,100.86
88605309-73bc-48c3-aeeb-fb220112fc0e,339,1073.04,3,0.37,312.40
88605309-73bc-48c3-aeeb-fb220112fc0e,465,795.46,10,0.02,105.43
88605309-73bc-48c3-aeeb-fb220112fc0e,427,1038.08,2,0.46,196.55
88605309-73bc-48c3-aeeb-fb220112fc0e,239,655.09,4,0.17,85.80
cce9fd10-20f8-4ead-872a-2aff432dc96d,180,943.02,9,0.14,320.65
cce9fd10-20f8-4ead-872a-2aff432dc96d,321,253.48,5,0.14,89.57
cce9fd10-20f8-4ead-872a-2aff432dc96d,361,214.11,10,0.47,35.69
cce9fd10-20f8-4ead-872a-2aff432dc96d,406,240.57,2,0.19,83.25
cce9fd10-20f8-4ead-872a-2aff432dc96d,289,91.16,1,0.02,33.89
6e1d6e71-0ba7-490d-9620-b4fbd62401a4,254,141.84,9,0.46,29.10
f36151f9-ccd0-4184-9382-c45182f02357,53,118.13,2,0.07,33.76
f36151f9-ccd0-4184-9382-c45182f02357,257,316.94,6,0.20,26.40
f36151f9-ccd0-4184-9382-c45182f02357,364,912.41,9,0.30,271.71
f36151f9-ccd0-4184-9382-c45182f02357,248,416.26,7,0.12,139.16
f36151f9-ccd0-4184-9382-c45182f02357,462,937.03,5,0.43,263.16
1a74e9f5-0606-4ac3-82a8-c60963c4fb22,144,774.88,4,0.05,367.06
05be6a7f-39a1-47ad-909e-9de7a6bcdaf5,305,355.89,1,0.10,151.42
05be6a7f-39a1-47ad-909e-9de7a6bcdaf5,230,330.95,5,0.36,103.99
05be6a7f-39a1-47ad-909e-9de7a6bcdaf5,206,1111.27,10,0.42,302.33
05be6a7f-39a1-47ad-909e-9de7a6bcdaf5,375,1085.34,6,0.29,366.20
124d6d53-4ef2-459e-9b98-0c0b61491b13,127,178.16,7,0.12,25.26
124d6d53-4ef2-459e-9b98-0c0b61491b13,452,828.70,4,0.31,62.65
124d6d53-4ef2-459e-9b98-0c0b61491b13,119,122.00,6,0.07,23.76
124d6d53-4ef2-459e-9b98-0c0b61491b13,90,329.45,9,0.39,75.76
9e6dd896-e5ac-4f06-9ec6-9e6833e6bee1,237,218.92,7,0.48,21.73
f077a943-9f07-497f-ac1a-b9beb5c5abbd,410,210.81,4,0.01,41.83
f077a943-9f07-497f-ac1a-b9beb5c5abbd,73,799.97,4,0.23,63.03
f077a943-9f07-497f-ac1a-b9beb5c5abbd,178,375.40,9,0.47,53.12
54a9aa72-04aa-4474-885d-eb01d491a3e7,328,452.08,6,0.26,94.36
54a9aa72-04aa-4474-885d-eb01d491a3e7,432,635.73,3,0.44,45.70
54a9aa72-04aa-4474-885d-eb01d491a3e7,200,63.85,6,0.06,6.45
b2e432a8-7085-4003-a4c0-86981063c849,298,465.58,6,0.17,108.25
b2e432a8-7085-4003-a4c0-86981063c849,178,562.00,8,0.30,181.87
b2e432a8-7085-4003-a4c0-86981063c849,84,435.81,8,0.06,144.83
b2e432a8-7085-4003-a4c0-86981063c849,357,317.31,1,0.42,54.39
b2e432a8-7085-4003-a4c0-86981063c849,230,387.29,2,0.17,35.63
41abb63a-4580-4b67-bddd-d6f547cd9d2b,201,873.80,5,0.03,366.66
41abb63a-4580-4b67-bddd-d6f547cd9d2b,294,201.03,6,0.42,40.80
c52c0405-f3eb-4d0b-90a3-fc2027b813b8,459,817.33,10,0.09,190.82
584fe3e7-c8b4-42dd-93b1-03360f8ce9ef,496,411.75,6,0.03,147.21
4f626705-ff3c-4edb-88b2-8e3f9c707fa9,3,1309.91,1,0.26,455.05
4f626705-ff3c-4edb-88b2-8e3f9c707fa9,147,929.38,2,0.23,83.68
4f626705-ff3c-4edb-88b2-8e3f9c707fa9,121,215.02,2,0.24,18.82
4f626705-ff3c-4edb-88b2-8e3f9c707fa9,301,558.06,4,0.34,58.28
00ed29e2-8ab8-4114-9e00-b5b969f3583c,85,50.46,3,0.21,5.25
00ed29e2-8ab8-4114-9e00-b5b969f3583c,291,115.11,1,0.27,17.01
00ed29e2-8ab8-4114-9e00-b5b969f3583c,452,160.06,8,0.03,60.75
65e88871-228f-4a8e-9a11-05beefb789cb,337,759.73,4,0.22,125.47
65e88871-228f-4a8e-9a11-05beefb789cb,235,382.61,9,0.08,100.06
65e88871-228f-4a8e-9a11-05beefb789cb,120,218.93,7,0.45,23.93
65e88871-228f-4a8e-9a11-05beefb789cb,64,178.99,8,0.26,19.55
6ac54c01-e572-4fa0-b41a-bc65955a4148,375,498.30,5,0.23,125.27
6ac54c01-e572-4fa0-b41a-bc65955a4148,37,139.56,8,0.46,21.65
82f9ba06-890e-455a-992e-729ba62f1393,166,626.87,5,0.46,129.39
82f9ba06-890e-455a-992e-729ba62f1393,411,753.92,2,0.21,275.63
82f9ba06-890e-455a-992e-729ba62f1393,377,651.48,2,0.34,201.31
82f9ba06-890e-455a-992e-729ba62f1393,161,345.38,1,0.21,39.06
82f9ba06-890e-455a-992e-729ba62f1393,104,562.38,3,0.44,150.44
34db66c5-8268-4fe4-a927-c77ffc072ee0,275,559.93,8,0.11,77.43
4e676ae3-2d2f-463c-8736-5870e12d1103,128,386.25,1,0.27,87.24
4e676ae3-2d2f-463c-8736-5870e12d1103,300,1085.48,1,0.34,319.85
4e676ae3-2d2f-463c-8736-5870e12d1103,87,831.81,2,0.13,293.02
4e676ae3-2d2f-463c-8736-5870e12d1103,280,1210.60,3,0.35,181.02
84f5365e-c122-43fc-85cf-07a67092c9a3,330,16.01,3,0.04,1.75
84f5365e-c122-43fc-85cf-07a67092c9a3,292,19.67,9,0.17,6.31
84f5365e-c122-43fc-85cf-07a67092c9a3,107,913.16,7,0.26,149.93
84f5365e-c122-43fc-85cf-07a67092c9a3,490,154.86,1,0.42,44.34
30359010-40c9-46bd-827d-44bbe4e2fdbd,252,546.76,9,0.26,125.54
30359010-40c9-46bd-827d-44bbe4e2fdbd,276,302.23,3,0.10,60.84
30359010-40c9-46bd-827d-44bbe4e2fdbd,13,877.55,9,0.20,332.40
30359010-40c9-46bd-827d-44bbe4e2fdbd,256,476.17,10,0.32,154.32
1390dc8e-484a-47a5-bb08-92a45d5fe992,52,203.81,2,0.33,31.33
1390dc8e-484a-47a5-bb08-92a45d5fe992,228,526.35,3,0.48,135.69
d4139538-c956-4994-a0b2-fd8b1982a34f,379,455.32,10,0.11,121.74
d4139538-c956-4994-a0b2-fd8b1982a34f,212,17.72,5,0.21,5.27
d4139538-c956-4994-a0b2-fd8b1982a34f,431,1142.15,6,0.28,156.69
d4139538-c956-4994-a0b2-fd8b1982a34f,340,1279.25,3,0.11,154.03
938b2ad7-4b85-46ea-8fc7-bc052da7812a,26,624.15,2,0.18,110.97
2fca4d43-6d94-4d0e-b4b6-e16dae97a35b,53,793.47,10,0.45,186.41
2fca4d43-6d94-4d0e-b4b6-e16dae97a35b,175,150.87,2,0.31,36.52
2fca4d43-6d94-4d0e-b4b6-e16dae97a35b,15,125.23,1,0.30,9.37
9b96ded7-a4b5-444b-8651-fec36584425f,390,594.55,10,0.02,270.32
9b96ded7-a4b5-444b-8651-fec36584425f,144,608.40,5,0.37,178.04
9b96ded7-a4b5-444b-8651-fec36584425f,137,119.49,3,0.05,46.47
9b96ded7-a4b5-444b-8651-fec36584425f,417,139.74,9,0.17,22.62
9b96ded7-a4b5-444b-8651-fec36584425f,348,420.98,2,0.26,108.10
df228fcd-875f-490b-a2df-dc1ec96b6a60,5,143.50,8,0.24,41.49
8e706887-3651-4adb-b6db-f15c5a6a2e3e,382,576.72,4,0.32,189.36
8e706887-3651-4adb-b6db-f15c5a6a2e3e,40,1016.70,7,0.18,207.44
8e706887-3651-4adb-b6db-f15c5a6a2e3e,242,23.10,3,0.36,5.26
8e706887-3651-4adb-b6db-f15c5a6a2e3e,110,642.18,2,0.45,95.78
27b570c2-673e-48e2-9a63-06e6e4be9e47,320,334.42,8,0.35,57.37
27b570c2-673e-48e2-9a63-06e6e4be9e47,150,60.32,6,0.42,7.45
27b570c2-673e-48e2-9a63-06e6e4be9e47,247,663.15,7,0.02,314.67
27b570c2-673e-48e2-9a63-06e6e4be9e47,170,505.54,8,0.08,73.98
c2167cca-60a2-4286-a8b9-cd1db7c55ee2,464,228.93,8,0.10,41.31
c2167cca-60a2-4286-a8b9-cd1db7c55ee2,349,134.83,7,0.29,45.61
9115fa29-9225-4587-a744-0b316ed3b934,262,790.54,8,0.09,330.15
1f8f608e-e037-4d75-8ee7-2b19e865661b,126,325.52,4,0.43,34.36
4846efe5-c1c9-4c65-bf7a-00a6dbd1623c,230,662.76,8,0.27,238.40
4846efe5-c1c9-4c65-bf7a-00a6dbd1623c,231,13.90,7,0.31,1.95
67372c84-266d-462b-bcd5-8319e5acc7f2,270,571.82,2,0.16,128.30
67372c84-266d-462b-bcd5-8319e5acc7f2,50,135.98,6,0.09,39.53
064a8f85-10fd-4c34-bbc7-39399046be77,458,1007.71,2,0.25,305.53
064a8f85-10fd-4c34-bbc7-39399046be77,95,370.16,4,0.02,169.36
064a8f85-10fd-4c34-bbc7-39399046be77,469,845.25,2,0.12,286.46
064a8f85-10fd-4c34-bbc7-39399046be77,57,484.71,6,0.30,131.33
29bf402c-5638-4ba5-b4e9-0a306c95f0c2,393,508.25,2,0.36,68.23
29bf402c-5638-4ba5-b4e9-0a306c95f0c2,273,202.40,5,0.19,35.87
25f49cc5-f7c0-453a-8431-66e332c95836,164,199.16,6,0.26,67.19
25f49cc5-f7c0-453a-8431-66e332c95836,253,257.11,4,0.35,77.23
25f49cc5-f7c0-453a-8431-66e332c95836,222,752.74,7,0.29,122.69
25f49cc5-f7c0-453a-8431-66e332c95836,31,99.94,7,0.37,12.96
22a33124-1c10-4e78-bf65-f00107b54c8e,103,1325.11,4,0.31,166.84
22a33124-1c10-4e78-bf65-f00107b54c8e,232,1208.29,4,0.34,245.63
22a33124-1c10-4e78-bf65-f00107b54c8e,23,969.01,6,0.44,119.40
22a33124-1c10-4e78-bf65-f00107b54c8e,205,873.64,6,0.10,250.95
2eb7ccca-a49f-455c-97cd-39f37cdab936,411,632.94,4,0.18,233.01
2eb7ccca-a49f-455c-97cd-39f37cdab936,429,1066.91,8,0.06,359.27
db4f5b96-4d08-44cd-9a5a-35beb5203e67,292,642.73,4,0.07,214.87
db4f5b96-4d08-44cd-9a5a-35beb5203e67,386,342.48,5,0.16,119.09
db4f5b96-4d08-44cd-9a5a-35beb5203e67,280,806.15,6,0.12,345.29
64472ea3-333b-48d5-8d07-573f0872f816,257,846.23,7,0.44,206.20
64472ea3-333b-48d5-8d07-573f0872f816,141,446.18,6,0.20,157.07
e00b3fc6-c91a-4d5f-aba2-ccfdd584c8d0,107,607.64,2,0.17,223.41
e00b3fc6-c91a-4d5f-aba2-ccfdd584c8d0,282,876.34,9,0.48,111.98
e00b3fc6-c91a-4d5f-aba2-ccfdd584c8d0,161,204.32,6,0.38,29.10
e00b3fc6-c91a-4d5f-aba2-ccfdd584c8d0,85,148.88,7,0.25,22.10
d8fdc925-80e9-420f-8e17-f39524fe4c02,383,1162.33,3,0.25,212.30
d8fdc925-80e9-420f-8e17-f39524fe4c02,286,725.74,10,0.49,136.36
8cad78a8-c4d8-4f9c-91ab-db2b3afd813c,494,75.83,10,0.17,25.94
8cad78a8-c4d8-4f9c-91ab-db2b3afd813c,350,943.12,5,0.39,161.10
8cad78a8-c4d8-4f9c-91ab-db2b3afd813c,403,322.44,8,0.04,72.64
8cad78a8-c4d8-4f9c-91ab-db2b3afd813c,468,807.97,5,0.19,154.97
0c9974ef-9555-417d-89d8-80d37776a332,36,461.16,4,0.09,114.37
0c9974ef-9555-417d-89d8-80d37776a332,239,32.68,1,0.34,6.21
0c9974ef-9555-417d-89d8-80d37776a332,152,995.28,6,0.12,393.49
87ff9f26-742c-4feb-a36a-e658b516193d,210,211.51,1,0.15,76.49
87ff9f26-742c-4feb-a36a-e658b516193d,222,692.42,7,0.07,307.23
a45d14b6-32e9-4fcf-87e1-4bc588a9ef4c,402,553.17,8,0.33,49.19
a45d14b6-32e9-4fcf-87e1-4bc588a9ef4c,314,165.72,6,0.03,74.68
a45d14b6-32e9-4fcf-87e1-4bc588a9ef4c,333,861.86,7,0.32,67.68
a45d14b6-32e9-4fcf-87e1-4bc588a9ef4c,101,1126.90,8,0.13,403.48
a45d14b6-32e9-4fcf-87e1-4bc588a9ef4c,490,1219.78,10,0.13,356.19
4fad6c12-8f45-4fec-9032-0c65f454e718,384,435.92,4,0.47,65.97
4fad6c12-8f45-4fec-9032-0c65f454e718,317,624.41,10,0.08,167.59
6eeae5b5-022a-428f-91e4-9a3bdfd6973d,3,272.61,7,0.05,61.32
47d4b424-7485-4197-8d22-37b6f68939b8,191,377.19,5,0.35,98.85
47d4b424-7485-4197-8d22-37b6f68939b8,55,1318.67,5,0.39,368.99
47d4b424-7485-4197-8d22-37b6f68939b8,132,123.91,10,0.49,27.31
47d4b424-7485-4197-8d22-37b6f68939b8,38,54.40,10,0.17,12.35
a22ceb75-163c-4c96-83ce-e180323e6e7e,363,474.06,1,0.18,166.30
a22ceb75-163c-4c96-83ce-e180323e6e7e,332,822.38,7,0.15,260.52
a22ceb75-163c-4c96-83ce-e180323e6e7e,47,306.59,3,0.22,105.91
a22ceb75-163c-4c96-83ce-e180323e6e7e,166,90.67,1,0.47,19.83
a22ceb75-163c-4c96-83ce-e180323e6e7e,471,528.63,2,0.24,53.83
cd52c430-0516-4e9c-8edf-0b712af1622d,52,853.39,5,0.07,170.32
8534ed4b-ceb1-4b62-8f29-d2dcde550ee3,58,133.15,1,0.46,35.32
8534ed4b-ceb1-4b62-8f29-d2dcde550ee3,273,349.22,8,0.39,48.70
4971f050-748c-42ae-b355-1fd6f35c9b8f,166,640.68,5,0.24,217.45
4971f050-748c-42ae-b355-1fd6f35c9b8f,278,628.39,5,0.33,49.22
336d2759-cdbc-40ce-b5ab-2fb18399866f,280,1439.36,9,0.08,381.78
336d2759-cdbc-40ce-b5ab-2fb18399866f,463,833.44,2,0.16,104.01
336d2759-cdbc-40ce-b5ab-2fb18399866f,233,61.06,2,0.46,6.79
f915708e-b8fb-4145-86c2-64b05ba55ae5,425,49.63,9,0.29,7.92
f915708e-b8fb-4145-86c2-64b05ba55ae5,158,1202.92,4,0.47,295.62
f915708e-b8fb-4145-86c2-64b05ba55ae5,113,938.31,1,0.48,67.22
ca24e60d-3069-4920-8225-d64d18118392,126,564.79,6,0.05,264.92
ba328d67-b0af-42d6-8aae-41e1dd9b8b79,122,869.94,8,0.44,190.84
ba328d67-b0af-42d6-8aae-41e1dd9b8b79,2,993.81,10,0.30,285.85
ba328d67-b0af-42d6-8aae-41e1dd9b8b79,376,347.44,6,0.31,95.31
ba328d67-b0af-42d6-8aae-41e1dd9b8b79,446,171.72,5,0.17,25.95
ba328d67-b0af-42d6-8aae-41e1dd9b8b79,434,697.58,2,0.31,230.76
1c6d7711-e3e7-42c3-bed3-0130564ff738,80,907.45,4,0.45,115.34
1c6d7711-e3e7-42c3-bed3-0130564ff738,81,769.82,10,0.09,313.65
eb655582-19d4-4655-bebe-e3a00fca0664,138,22.09,3,0.43,1.41
eb655582-19d4-4655-bebe-e3a00fca0664,304,679.63,9,0.43,180.44
eb655582-19d4-4655-bebe-e3a00fca0664,138,576.27,3,0.20,207.97
eb655582-19d4-4655-bebe-e3a00fca0664,261,548.29,1,0.31,61.35
eb655582-19d4-4655-bebe-e3a00fca0664,296,452.56,4,0.47,35.65
e96593a5-3375-4bd9-a3e1-125fd090d6fc,154,1017.31,10,0.18,308.15
e96593a5-3375-4bd9-a3e1-125fd090d6fc,275,728.19,4,0.16,67.55
e96593a5-3375-4bd9-a3e1-125fd090d6fc,70,274.43,4,0.26,44.22
82db4865-19a8-4c28-93ac-2df7747d4dd8,48,248.36,6,0.46,50.44
82db4865-19a8-4c28-93ac-2df7747d4dd8,485,696.82,5,0.36,165.55
5129d474-41ec-4767-9b8d-f33140594acd,198,358.40,8,0.23,84.78
14e1e141-46cc-442d-9d15-07f4fc34a3df,189,807.41,10,0.40,48.61
c04a7543-5a8e-4f3e-85b5-369c21da1b1a,277,330.53,3,0.00,116.15
c04a7543-5a8e-4f3e-85b5-369c21da1b1a,89,300.82,2,0.28,62.79
c04a7543-5a8e-4f3e-85b5-369c21da1b1a,206,181.51,5,0.09,62.57
3dd164ab-380c-4d26-ac51-8266d6411ff7,166,631.94,6,0.18,194.52
3dd164ab-380c-4d26-ac51-8266d6411ff7,489,622.99,9,0.23,213.18
3dd164ab-380c-4d26-ac51-8266d6411ff7,387,268.00,10,0.37,83.22
3dd164ab-380c-4d26-ac51-8266d6411ff7,474,360.97,8,0.48,48.09
cc8bb08a-da5f-4c25-864a-2bdb7f4fa8c9,323,816.43,4,0.44,63.33
cc8bb08a-da5f-4c25-864a-2bdb7f4fa8c9,376,208.89,5,0.35,46.05
cc8bb08a-da5f-4c25-864a-2bdb7f4fa8c9,285,982.80,2,0.48,233.95
cc8bb08a-da5f-4c25-864a-2bdb7f4fa8c9,118,177.94,9,0.46,23.42
6a89f5bd-de29-4a55-9c5b-b59b06dc17d3,18,591.09,5,0.25,208.01
6a89f5bd-de29-4a55-9c5b-b59b06dc17d3,420,943.83,6,0.01,303.47
6a89f5bd-de29-4a55-9c5b-b59b06dc17d3,200,660.17,7,0.43,149.50
6a89f5bd-de29-4a55-9c5b-b59b06dc17d3,277,218.18,5,0.36,61.52
6a89f5bd-de29-4a55-9c5b-b59b06dc17d3,426,517.86,1,0.31,62.46
6eb82ed8-03a7-40e0-b65c-12bdc31e5b8d,12,1281.28,8,0.27,101.02
6eb82ed8-03a7-40e0-b65c-12bdc31e5b8d,398,99.02,1,0.29,32.42
6eb82ed8-03a7-40e0-b65c-12bdc31e5b8d,118,1037.63,5,0.49,194.72
6eb82ed8-03a7-40e0-b65c-12bdc31e5b8d,184,1165.78,9,0.16,160.51
2322f819-3a2f-4455-b4bb-5416f7fa02c7,175,71.81,8,0.19,10.25
73c5c263-7410-4f02-a292-724754acd2cf,305,729.37,8,0.20,192.21
73c5c263-7410-4f02-a292-724754acd2cf,491,743.59,4,0.40,137.73
73c5c263-7410-4f02-a292-724754acd2cf,362,203.15,10,0.19,69.72
73c5c263-7410-4f02-a292-724754acd2cf,327,25.01,9,0.28,4.20
73c5c263-7410-4f02-a292-724754acd2cf,157,772.21,8,0.47,103.70
1f5558bd-9476-4170-9824-007a23f0ef20,310,408.46,3,0.16,108.49
1f5558bd-9476-4170-9824-007a23f0ef20,470,312.55,1,0.14,104.96
acdb1c60-325e-4ccb-bcfb-3dbfe627406b,15,511.90,10,0.21,92.20
e2e2951c-b430-4cc8-828f-31bdf888e1c9,71,543.64,8,0.02,221.30
e2e2951c-b430-4cc8-828f-31bdf888e1c9,99,438.96,10,0.31,32.25
e2e2951c-b430-4cc8-828f-31bdf888e1c9,177,737.86,9,0.22,110.95
e2e2951c-b430-4cc8-828f-31bdf888e1c9,261,368.56,8,0.15,147.60
d5221f54-79d2-4d4f-8eb9-3382af8ff0a2,115,389.73,9,0.26,114.35
26c6ab18-1590-4fa5-8dac-ba85859133f3,142,468.50,5,0.50,36.92
26c6ab18-1590-4fa5-8dac-ba85859133f3,109,1010.26,5,0.38,270.06
26c6ab18-1590-4fa5-8dac-ba85859133f3,264,539.23,9,0.12,216.21
26c6ab18-1590-4fa5-8dac-ba85859133f3,291,460.80,6,0.47,119.46
26c6ab18-1590-4fa5-8dac-ba85859133f3,326,108.59,4,0.11,39.19
f2306c06-104e-4393-92ea-a4f354d30dda,206,621.16,9,0.20,187.17
f2306c06-104e-4393-92ea-a4f354d30dda,25,262.72,5,0.45,38.97
f2306c06-104e-4393-92ea-a4f354d30dda,316,730.16,6,0.48,90.61
f2306c06-104e-4393-92ea-a4f354d30dda,274,697.89,1,0.39,165.35
f2306c06-104e-4393-92ea-a4f354d30dda,201,519.31,5,0.26,102.36
6bb75eb6-d6e2-494c-a198-14144b8a977c,491,186.10,6,0.13,21.94
6bb75eb6-d6e2-494c-a198-14144b8a977c,178,186.82,6,0.01,52.40
6bb75eb6-d6e2-494c-a198-14144b8a977c,49,469.36,3,0.23,171.79
6bb75eb6-d6e2-494c-a198-14144b8a977c,208,506.49,7,0.01,138.89
